region,hotel_id,hotel_name,address,hotel_link,hotel_img_link,positive_keywords,negative_keywords
서울,11,롯데 호텔 서울,"서울, 중구 을지로 30",https://www.booking.com/hotel/kr/lotte-seoul-seoul.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=12&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/243887689.jpg?k=e7b0f1e60199b72042183e1c17aad86c4b0886bfe374406f73bf7352d1ea5342&o=&hp=1,샤워실|다양하고|룸|맛있음|친절,추움|가격|욕조 없음
서울,12,몬드리안 서울 이태원,"서울, 용산구 장문로 23",https://www.booking.com/hotel/kr/mondrian-seoul-itaewon.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=14&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/344203613.jpg?k=5f2630bd3222e9b838f5b067f462e56fcd885c36f611aa9854c52ba18641fb67&o=&hp=1,만족한|깔끔|맛있음,더러움|부대시설 미운영
서울,13,그랜드 머큐어 앰배서더 호텔 앤 레지던스 서울 용산,"서울, 용산구 청파로 20길 83",https://www.booking.com/hotel/kr/grand-mercure-ambassador-seoul-yongsan.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=005c72cbae800021&srepoch=1645373977&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/205046495.jpg?k=f7743c170d43534ff3aa93ff57106163758b506372411abe9cec9c33a1b8e73c&o=&hp=1,,어메니티 별로|전망 별로|기대이하
서울,14,밀레니엄 힐튼 서울,"서울, 중구 소월로 50",https://www.booking.com/hotel/kr/millennium-seoul-hilton.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=15&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/232459665.jpg?k=c47f735cd343456450d1886977038cbb21360d5a99695131c234df60bcdcdf2a&o=&hp=1,깨끗한 객실|깔끔함,대기시간|가성비|수압
서울,15,노보텔 스위트 앰배서더 서울 용산,"서울, 용산구 청파로20길 83",https://www.booking.com/hotel/kr/novotel-suites-ambassador-seoul-yongsan.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=17&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/252217130.jpg?k=356051c060d63e0fbb8260e23c3c8ed0a75af54709ea63fb5d4ef4205cdc68fa&o=&hp=1,훌륭|다양화|룸 서비스|만족,복잡함|좁은|크기가 작음
서울,16,더클래식500 펜타즈 이그제큐티브 레지던스,"서울, 광진구 능동로 90",https://www.booking.com/hotel/kr/the-classic-500.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=18&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/10488668.jpg?k=08d60a414d062e1b97356b4bd1dfa24eeeeaf53ba98da9a95e4192c33eadf79c&o=&hp=1,깔끔|시설|적당함|조식|청결,소음|조식 종류|환풍기
서울,17,노보텔 앰배서더 서울 용산,"서울, 용산구 청파로20길 95",https://www.booking.com/hotel/kr/novotel-ambassador-seoul-yongsan.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=16&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/205046322.jpg?k=81bf03a67d3112bd5b30c0eb8b05917c77ca28154a850f237f256574865dd096&o=&hp=1,신선함|음식|깨끗함|넓은 객실,어수선한|이물질|욕조 엉망
서울,18,롯데호텔 월드,"서울, 송파구 올림픽로 240",https://www.booking.com/hotel/kr/lotte-world.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/333969450.jpg?k=0b0781fa9a6800a200c37278af605780ccae77f85fe8f21cd5b873e48b38227d&o=&hp=1,깨끗함|뷰가 좋음|샤워타월|위치 좋음,얼룩|청결|침대시트
서울,19,더 웨스틴 조선 서울 호텔,"서울, 중구 소공로 106",https://www.booking.com/hotel/kr/westin-chosun-seoul.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=20&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/328075105.jpg?k=bd39f07d40b9ad571a475a8e701609c5f4da824653ee341927f7ab4cd13b98a2&o=&hp=1,수영장|직원 친절|가성비,출입구가 좁음|붐비는 것
서울,20,노보텔 앰배서더 서울 동대문 호텔 앤 레지던스,"서울, 중구 을지로 238",https://www.booking.com/hotel/kr/novotel-ambassador-seoul-dongdaemun.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=19&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=214170cd68de0352&srepoch=1645372957&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/159806293.jpg?k=ce916a2bdfae762b90590bb09f85e5e5ddb72aa3220bc8705e3e9ce237689a90&o=&hp=1,직원 친절|음식 맛있음|수영장|헬스장,침구류 냄새|화장실 문|비협조적
서울,21,페어몬트 앰배서더 서울,"서울, 영등포구 여의대로 108",https://www.booking.com/hotel/kr/fairmont-ambassador-seoul.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=22&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/285191780.jpg?k=86dc548ba1cfc532d5fce459c5d100bf2c3755255bf34b17ffa6fb17337a5891&o=&hp=1,룸 서비스|더현대백화점 연결|친절|넓은 객실,주차장협소|체크인 대기시간
서울,22,롯데호텔 서울 이그제큐티브 타워,"서울, 중구 을지로 30",https://www.booking.com/hotel/kr/lotte-seoul-grand-tower.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=21&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=214170cd68de0352&srepoch=1645372957&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/167717551.jpg?k=31e907528fe6bb5cc8764cb42631cd4d19372a0406f87c46110e24ff717b04df&o=&hp=1,고급스러운|분위기|내부시설|비싼만큼,가습기|먼지|해피아워
서울,23,파크하얏트 서울,"서울, 강남구 테헤란로 606",https://www.booking.com/hotel/kr/park-hyatt-seoul.ko.html?aid=376440;label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo;sid=23113aa8bd3e0dca8422b951892f998c;dest_id=545845;dest_type=hotel;dist=0;group_adults=2;group_children=0;hapos=1;hpos=1;no_rooms=1;req_adults=2;req_children=0;room1=A%2CA;sb_price_type=total;sr_order=popularity;srepoch=1646815622;srpvid=a11c3dc218c60102;type=total;ucfs=1&#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/115948502.jpg?k=a5205afd39f47d9af3b671dfb582639501052088d0cfd264d63564bbdf408a56&o=&hp=1,야외수영|만족스러운 여행|위치|직원 친절,부대시설|맛없는
서울,24,더 플라자 서울 오토그래프 컬렉션,"서울, 중구 소공로 119",https://www.booking.com/hotel/kr/theplaza.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=25&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=383d411d023d02e8&srepoch=1645434941&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/248519766.jpg?k=e4c060974560d638365824cff8e52b8616cbba70dd678043ea0b70bbcc03000f&o=&hp=1,편안함|직원|전망|청결,비싼|숙박료|아쉬운 전망
서울,25,메이필드 호텔 서울,"서울, 강서구 방화대로 94",https://www.booking.com/hotel/kr/mayfield.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=26&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=d5bb4ef32e1b0223&srepoch=1645442025&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/335680842.jpg?k=31bbc7be8a6f3d791388d38a9b402acae959aed3b61a2fed9b069d3bf85fbdbc&o=&hp=1,가족동반|접근성|친절|맛있음,소음|불편한|어메니티
서울,26,반얀트리 클럽 앤 스파 서울,"서울, 중구 장충단로 60",https://www.booking.com/hotel/kr/banyan-tree-club.ko.html?label=bdot-P2XUozRl7Uj73QAuByfkUwS267777897793%3Apl%3Ata%3Ap1%3Ap22%2C563%2C000%3Aac%3Aap%3Aneg%3Afi%3Atikwd-576851273475%3Alp1009871%3Ali%3Adec%3Adm%3Appccp%3DUmFuZG9tSVYkc2RlIyh9YUlRwjG4dAJkHxCuUKVzpFo&sid=6501b31231a00a3035b564f903cd02d3&aid=376440&ucfs=1&arphpl=1&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=28&sr_order=popularity&nflt=class%3D3%3Bclass%3D5%3Bclass%3D4&srpvid=d5bb4ef32e1b0223&srepoch=1645442025&from=searchresults#hotelTmpl,https://t-cf.bstatic.com/xdata/images/hotel/max500/101108025.jpg?k=44f60c1cb8a6e7a388afd152c1518c4c9f310bda37e95949e4425dabd7e8282b&o=&hp=1,조식뷔페|조용함|럭셔리함|스파,중안난방|층간소음|직원 태도
